window,ql,qh,model,criterion,pinball_ql,pinball_qh,pinball_sum,coverage,cum_return,avg_return,annualized_return,long_annualized_return,short_annualized_return
1,0.3,0.7,QRT_leaf,r2,0.012439009055177657,0.013838836421949743,0.0262778454771274,0.44436174171938964,-1.132902559797736,-0.00042162358012569096,0.0,0.0,0.02819207362617404
1,0.3,0.7,QRF_leaf,r2,0.011951048466346105,0.012030841565043571,0.023981890031389674,0.46296985485671754,-1.5033624243930086,-0.0005594947615902531,0.0,0.0,0.0
2,0.3,0.7,QRT_leaf,r2,0.01264577154823407,0.013541407532234115,0.026187179080468186,0.3283018867924528,-1.1856048274695226,-0.0004067254982742739,0.0,-0.019687438471242213,-0.2873566855119477
2,0.3,0.7,QRF_leaf,r2,0.012027706250723202,0.011879003594934226,0.023906709845657428,0.42126929674099484,-1.9535345473053645,-0.0006701662254906906,0.0,0.0,0.0
3,0.3,0.7,QRT_leaf,r2,0.011023266938705343,0.011367227987071593,0.022390494925776938,0.4138491547464239,-0.021305975775523178,-6.926520083069738e-06,-0.001762790538503034,0.0,0.0684258802762685
3,0.3,0.7,QRF_leaf,r2,0.010685822393056842,0.010885916599815063,0.021571738992871903,0.4743172951885566,-2.2101425632827842,-0.0007185118866328884,0.0,0.0,0.0
4,0.3,0.7,QRT_leaf,r2,0.10892504585138306,0.01398877609782011,0.12291382194920317,0.39611940298507464,-3.467267946674058,-0.0010350053572161374,0.0,0.0,0.10130926745884117
4,0.3,0.7,QRF_leaf,r2,0.012245366073063578,0.011863251995848726,0.024108618068912305,0.4002985074626866,-8.215064059660586,-0.0024522579282568982,0.0,0.0,0.0
5,0.3,0.7,QRT_leaf,r2,0.013126206416929832,0.013603024618487782,0.026729231035417612,0.3737997256515775,-1.1728959822642318,-0.0004022277031084465,0.0,0.0,0.07511625925373622
5,0.3,0.7,QRF_leaf,r2,0.01280745509598081,0.013335686297727672,0.026143141393708484,0.40329218106995884,5.352255008549066,0.0018354783979935034,0.17324532662379544,0.0,0.17324532662379544
6,0.3,0.7,QRT_leaf,r2,0.019656648614597302,0.01913050154096809,0.03878715015556539,0.19658622719246616,-0.235874978384654,-6.941582648165284e-05,-0.019753444437168644,0.036275753160227575,-0.13242698791398477
6,0.3,0.7,QRF_leaf,r2,0.016160239358951188,0.01719645968358196,0.03335669904253315,0.2695703354914656,-2.7885271678832124,-0.0008206377774818154,0.0,0.0,0.0
7,0.3,0.7,QRT_leaf,r2,0.01705748013077357,0.018589822295149574,0.03564730242592314,0.2363154796939376,-1.693641746562231,-0.0004984231155274375,0.0,-0.0735914383040237,0.0
7,0.3,0.7,QRF_leaf,r2,0.016150198480507496,0.017228155586127513,0.03337835406663501,0.26898175397292523,-2.6791604916112215,-0.0007884521752828764,0.0,0.0,0.0
8,0.3,0.7,QRT_leaf,r2,0.021644739824765134,0.014253252396279375,0.035897992221044506,0.37623762376237624,-3.438595215447192,-0.0008959341363854084,0.0,0.0,0.026330923102758863
8,0.3,0.7,QRF_leaf,r2,0.01419534924040645,0.013805258140004132,0.028000607380410582,0.3725898905680042,2.8350568134385687,0.0007386807747364693,0.09226995585323094,0.0,0.09226995585323094
9,0.3,0.7,QRT_leaf,r2,0.0159562075565642,0.014684467599885738,0.03064067515644994,0.3842627960275019,2.5896314888205865,0.000659442701507661,0.08547087034045342,0.0,0.14924653857315717
9,0.3,0.7,QRF_leaf,r2,0.015602772372259129,0.014561256817486065,0.030164029189745194,0.39928698752228164,13.663618594986762,0.0034794037675036247,0.188061724817695,0.0033058585689236253,0.18778686341011386
10,0.3,0.7,QRT_leaf,r2,0.013735014393953695,0.01310600027176629,0.026841014665719982,0.49720126551472377,7.037406133951333,0.001712680976868178,0.13634358411502734,-0.1129608084382474,0.14343708720631754
10,0.3,0.7,QRF_leaf,r2,0.011007385633451825,0.011347977911925728,0.022355363545377552,0.5027987344852762,7.7425970824796435,0.00188430204002912,0.1422197643346439,-0.002382473216371861,0.14252479884253666
11,0.3,0.7,QRT_leaf,r2,0.010777817616045855,0.011521478199537477,0.022299295815583334,0.5069613259668508,-2.0851704477900768,-0.00046081114868289075,0.0,0.10360023872331081,0.0
11,0.3,0.7,QRF_leaf,r2,0.010718437914816477,0.01048758680148717,0.021206024716303645,0.5135911602209945,-11.325425868128821,-0.002502856545442838,0.0,0.0,0.0
12,0.3,0.7,QRT_leaf,r2,0.011831797590782246,0.011932911139563001,0.023764708730345245,0.45452699959399107,8.064665151564153,0.001637163043354474,0.11937438450745774,0.13088077201747494,0.0
12,0.3,0.7,QRF_leaf,r2,0.011671224266615406,0.011539045279742928,0.023210269546358332,0.4531059683313033,11.83925463532257,0.0024034215662449357,0.13948788003268398,0.13948788003268398,0.0
13,0.3,0.7,QRT_leaf,r2,0.012760603058597495,0.01291441160410133,0.025675014662698826,0.40960562280359236,1.900437953326707,0.00037103435246518823,0.05378737560607294,0.0558804056033233,-0.00623440167127387
13,0.3,0.7,QRF_leaf,r2,0.012348317848029275,0.012455066340481177,0.02480338418851045,0.41175322139789144,3.107715414064278,0.0006067386595205533,0.07198534843233406,0.07198534843233406,0.0
14,0.3,0.7,QRT_leaf,r2,0.015638831474325817,0.014520786002228,0.030159617476553817,0.37806500665272763,-0.8499249566829374,-0.00016155197808077453,-0.08684295605353354,0.09946404681942367,0.0
14,0.3,0.7,QRF_leaf,r2,0.01309257123525456,0.014531480210975029,0.027624051446229588,0.35107394031552935,11.501535350472261,0.0021861880536917424,0.12861066126280307,0.12861066126280307,0.0
15,0.3,0.7,QRT_leaf,r2,0.012538642044497134,0.012596438843902765,0.0251350808883999,0.4157283603096411,-6.381194414109682,-0.0011226591157828475,0.0,0.0,0.012671003119316016
15,0.3,0.7,QRF_leaf,r2,0.012335149658232897,0.012346613712752532,0.02468176337098543,0.3914496833216045,-7.4130365481302665,-0.0013041936221200334,0.0,0.0,0.0
16,0.3,0.7,QRT_leaf,r2,0.014386217708675228,0.01413144261755436,0.028517660326229585,0.35646011865524063,3.3076928109218713,0.0005451042865724847,0.06252647742397954,0.07243564835346383,0.0
16,0.3,0.7,QRF_leaf,r2,0.01433809881336623,0.014119732318924813,0.028457831132291042,0.3432762030323006,6.391094964618277,0.0010532457093965482,0.0866180061076749,0.0866180061076749,0.0
17,0.3,0.7,QRT_leaf,r2,0.014300134429295007,0.014237800118670069,0.028537934547965077,0.34065934065934067,-5.699763111903958,-0.0009077501372677147,0.0,0.0,0.03496426981457845
