window,ql,qh,model,criterion,pinball_ql,pinball_qh,pinball_sum,coverage,cum_return,avg_return,annualized_return,long_annualized_return,short_annualized_return
1,0.1,0.9,QRT_leaf,r2,0.007434541109945607,0.00831612788327585,0.015750668993221455,0.844436174171939,-1.72932915022513,-0.0006435910495813635,0.0,0.0,0.013725138814479676
1,0.1,0.9,QRF_leaf,r2,0.006815346790632442,0.007050372769273572,0.013865719559906014,0.8522515816896167,-2.0673032451675857,-0.0007693722535048757,0.0,0.0,0.0
2,0.1,0.9,QRT_leaf,r2,0.009934719963390393,0.007286105979318504,0.0172208259427089,0.7660377358490567,-0.5307353893121751,-0.0001820704594552911,-0.06331348843614593,-0.17720466121537048,0.02723277252180556
2,0.1,0.9,QRF_leaf,r2,0.006759546409842891,0.006830096767470432,0.013589643177313322,0.8490566037735849,-1.9570341341519075,-0.0006713667698634398,0.0,0.0,0.0
3,0.1,0.9,QRT_leaf,r2,0.006745235151161773,0.006694067533611868,0.01343930268477364,0.8358257477243173,1.2659269303206668,0.0004115497172693976,0.06930936479306493,0.0,0.1038679834966687
3,0.1,0.9,QRF_leaf,r2,0.006317972539397132,0.006392721222733113,0.012710693762130245,0.8680104031209362,-3.1211272245602544,-0.0010146707492068507,0.0,0.0,0.0
4,0.1,0.9,QRT_leaf,r2,0.012152013019715961,0.12080520710028707,0.13295722012000302,0.5534328358208955,-0.7906468218851601,-0.00023601397668213727,-0.11097509996445643,0.0,0.13192335100332908
4,0.1,0.9,QRF_leaf,r2,0.006944163522811334,0.006819138246561525,0.01376330176937286,0.813134328358209,-10.956257238755892,-0.0032705245488823505,0.0,0.0,0.0
5,0.1,0.9,QRT_leaf,r2,0.011082187208011985,0.011523421263220292,0.022605608471232275,0.6724965706447188,1.0928848078250304,0.000374789028746581,0.06590557040513145,0.0,0.12005867445496055
5,0.1,0.9,QRF_leaf,r2,0.007324632681954621,0.007948391720854204,0.015273024402808824,0.7650891632373114,8.142528964584326,0.002792362470707924,0.21075178006888073,0.04208243953248214,0.20353349323135195
6,0.1,0.9,QRT_leaf,r2,0.012349321632696936,0.012590875170735868,0.024940196803432804,0.5941730429664509,0.6534095803576363,0.00019229240151784536,0.03799526352226912,0.14659056939212411,0.0
6,0.1,0.9,QRF_leaf,r2,0.00885015349572982,0.010180682272812864,0.019030835768542684,0.6639199529134785,-11.079329150086641,-0.0032605441877830016,0.0,0.0,0.0
7,0.1,0.9,QRT_leaf,r2,0.015952504199173354,0.012532551859818936,0.028485056058992292,0.5423778693349028,-0.810241498216074,-0.00023844658570219946,-0.1159629096230097,0.1304757610296845,0.0
7,0.1,0.9,QRF_leaf,r2,0.008829811212947377,0.010213953135118334,0.019043764348065713,0.664802825191289,-11.021220442261752,-0.0032434433320370063,0.0,0.0,0.0
8,0.1,0.9,QRT_leaf,r2,0.009124453344578348,0.008696352829536732,0.017820806174115078,0.7412714955706097,-2.1140656146263987,-0.0005508248083966633,0.0,-0.08766547009724879,0.0
8,0.1,0.9,QRF_leaf,r2,0.008066634614616819,0.007540720574915586,0.015607355189532405,0.7665450755601876,0.9047218271782862,0.00023572741719079949,0.043214261555881706,0.013045789194046975,0.034912155657428334
9,0.1,0.9,QRT_leaf,r2,0.010197111348113538,0.008928244285470921,0.01912535563358446,0.7443340972752738,3.383667452093518,0.0008616418263543488,0.09948026799139709,0.0,0.17978128544044725
9,0.1,0.9,QRF_leaf,r2,0.009277733900353498,0.008219623383488328,0.017497357283841827,0.7710720651897123,1.9687848544446094,0.000501345773986407,0.0723237070746996,0.0,0.17563580587451444
10,0.1,0.9,QRT_leaf,r2,0.007739435043977969,0.00743475346995276,0.01517418851393073,0.8848868337795084,2.5105248480020865,0.0006109819537605476,0.08005782636031711,0.0,0.1178942600306161
10,0.1,0.9,QRF_leaf,r2,0.0066006876387419665,0.006857662718582673,0.01345835035732464,0.8851302019956194,7.1922356744373825,0.0017503615659375464,0.13767408831836603,0.0,0.13767408831836603
11,0.1,0.9,QRT_leaf,r2,0.006751367269224862,0.006621278976453086,0.013372646245677949,0.8888397790055249,-12.048712760696194,-0.0026626989526400543,0.0,0.10217222253591762,0.0
11,0.1,0.9,QRF_leaf,r2,0.0067448145288861025,0.006381976398530897,0.013126790927417,0.8937016574585636,-21.751414782555553,-0.004806942493382429,0.0,0.0,0.0
12,0.1,0.9,QRT_leaf,r2,0.06346694747440831,0.008081451970158044,0.07154839944456635,0.5667884693463257,-0.6972406495714699,-0.0001415429658082568,-0.05929285420751007,0.11822546982289284,0.0
12,0.1,0.9,QRF_leaf,r2,0.006977779289580266,0.0069313436051595,0.013909122894739766,0.8453105968331304,14.663641904195009,0.00297678479581709,0.15113770191900877,0.1635621804813785,0.0
